Product ID,Product,Description,Price,Category
874,Allergy,This remedy is used to treat insomnia and promote sleep.,260.69,GlaxoSmithKline
875,Oxycodone Hydrochloride,This remedy is used to treat insomnia and promote sleep.,55.18,Bristol-Myers Squibb
876,Prednisone,This remedy is used to reduce inflammation and pain caused by arthritis,140.97,GlaxoSmithKline
877,Burn-B Gone OTC,This medicine is used to manage anxiety and panic disorders,211.97,GlaxoSmithKline
878,Sciatica Relief,This remedy is used to treat insomnia and promote sleep.,172.01,Merck
879,Ciprofloxacin,This medication is used to treat high blood pressure,324.3,Novartis
880,Exchange Select Calcium Antacid,This drug is used to relieve symptoms of allergies such as sneezing and itching,484.42,Pfizer
881,SYLATRON,This medicine is used to manage anxiety and panic disorders,292.34,Novartis
882,Neutrogena Ultimate Sport,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,463.05,Merck
883,lisinopril,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,492.4,Bristol-Myers Squibb
884,ORTHO TRI CYCLEN Lo,This medicine is used to manage anxiety and panic disorders,353.8,Bristol-Myers Squibb
885,CRESTOR,This drug is prescribed to relieve pain and reduce fever,454.66,Sanofi
886,Amlodipine Besylate,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,208.13,Johnson & Johnson
887,Diphenhydramine Hydrochloride,This medication is prescribed to treat depression and improve mood,377.11,Roche
888,Sterile Vancomycin Hydrochloride,This medication is prescribed to treat depression and improve mood,352.45,Johnson & Johnson
889,BETHANECHOL CHLORIDE,This medication is used to treat high blood pressure,313.5,Bristol-Myers Squibb
890,LOreal Paris Advanced Suncare Silky Sheer 50 Plus Broad Spectrum SPF 50 Plus Sunscreen,This medication is used to treat high blood pressure,263.42,Sanofi
891,Diclofenac Sodium,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,314.51,Roche
892,Antibacterial Hand Towelettes,This remedy is used to treat insomnia and promote sleep.,79.45,AstraZeneca
893,SUYAN CHUNGSOO,This medication is used to treat high blood pressure,266.11,Johnson & Johnson
894,SINGULAIR,This drug is prescribed to relieve pain and reduce fever,354.02,Sanofi
895,"Pollens - Trees, Cottonwood, Common Populus deltoides",This prescription helps to control seizures in individuals with epilepsy,163.48,AstraZeneca
896,Drink Ease,This remedy is used to reduce inflammation and pain caused by arthritis,213.89,Pfizer
897,Metaxalone,This remedy is used to reduce inflammation and pain caused by arthritis,211.5,Pfizer
898,clindamycin phosphate,This medication is used to treat high blood pressure,322.01,AstraZeneca
899,Ifosfamide,This prescription helps to control seizures in individuals with epilepsy,177.42,Sanofi
900,Herpeset,This drug is prescribed to relieve pain and reduce fever,223.47,Novartis
901,Metoprolol Tartrate,This remedy is used to reduce inflammation and pain caused by arthritis,426.34,Roche
902,Naproxen,This remedy is used to reduce inflammation and pain caused by arthritis,416.32,Sanofi
903,Antibacterial Hand Soap,This medicine is used to manage anxiety and panic disorders,61.31,Bristol-Myers Squibb
904,OXYGEN,This medication is used to treat high blood pressure,362.34,Johnson & Johnson
905,Analpram E,This drug is prescribed to relieve pain and reduce fever,91.92,Pfizer
906,good sense nighttime sleep aid,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,163.15,Roche
907,SULAR,This medicine is used to manage anxiety and panic disorders,377.93,Pfizer
908,ALPRAZOLAM EXTENDED-RELEASE,This medication is prescribed to treat depression and improve mood,385.27,AstraZeneca
909,Lovastatin,This drug is used to relieve symptoms of allergies such as sneezing and itching,98.48,AbbVie
910,Smart Sense pain relief,This drug is prescribed to relieve pain and reduce fever,368.87,Roche
911,ibuprofen pm,This drug is used to relieve symptoms of allergies such as sneezing and itching,148.12,Sanofi
912,Childrens Pain Relief,This medication is prescribed to treat depression and improve mood,70.86,Novartis
913,White Ash,This medication is used to treat high blood pressure,363.79,Merck
914,Syzygium Compositum,This remedy is used to reduce inflammation and pain caused by arthritis,386.58,Roche
915,DICYCLOMINE HYDROCHLORIDE,This remedy is used to treat insomnia and promote sleep.,349.78,Merck
916,allergy relief,This drug is used to relieve symptoms of allergies such as sneezing and itching,344.78,Novartis
917,pain relief,This drug is prescribed to relieve pain and reduce fever,281.78,Pfizer
918,DEEP REMEDY,This medication is prescribed to treat depression and improve mood,256.05,Pfizer
919,Norvasc,This remedy is used to reduce inflammation and pain caused by arthritis,158.56,Merck
920,Escitalopram,This remedy is used to treat insomnia and promote sleep.,192.05,Merck
921,SEROQUEL,This medication is prescribed to treat depression and improve mood,321.68,Pfizer
922,SHISEIDO URBAN ENVIRONMENT TINTED UV PROTECTOR,This drug is prescribed to relieve pain and reduce fever,145.67,Johnson & Johnson
923,RUE21 Peppermint Twist Antibacterial Hand Sanitizer,This drug is used to relieve symptoms of allergies such as sneezing and itching,58.25,Merck
924,SUPRAX,This drug is prescribed to relieve pain and reduce fever,141.88,Sanofi
925,Rye Grain,This remedy is used to treat insomnia and promote sleep.,348.19,AbbVie
926,Marcaine,This remedy is used to treat insomnia and promote sleep.,327.45,Johnson & Johnson
927,Illusion Tinted Moisturizer Broad Spectrum Honey,This medication is used to treat high blood pressure,299.26,Roche
928,Humalog,This medicine is used to manage anxiety and panic disorders,458.29,Johnson & Johnson
929,Doxazosin,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,62.98,Pfizer
930,Motion Sickness,This medication is prescribed to treat depression and improve mood,140.16,GlaxoSmithKline
931,Gastric Headache,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,102.71,Merck
932,Spironolactone,This remedy is used to reduce inflammation and pain caused by arthritis,354.21,Merck
933,Cough and Cold,This remedy is used to reduce inflammation and pain caused by arthritis,375.68,GlaxoSmithKline
934,Lemon,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,491.23,Johnson & Johnson
935,Nisoldipine,This medication is prescribed to treat depression and improve mood,75.86,AstraZeneca
936,Oxygen,This medicine is used to manage anxiety and panic disorders,140.56,AbbVie
937,Maximum Strength One Step Wart Remover Strips,This medication is used to treat high blood pressure,208.67,Johnson & Johnson
938,AcneFree,This drug is used to relieve symptoms of allergies such as sneezing and itching,170.76,AstraZeneca
939,BANANA BOAT,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,460.23,Novartis
940,Rue21 Coco Breeze Anti-Bacterial Hand Sanitizer,This drug is prescribed to relieve pain and reduce fever,346.13,Roche
941,Anastrozole,This medication is prescribed to treat depression and improve mood,267.71,GlaxoSmithKline
942,Finasteride,This medicine is used to manage anxiety and panic disorders,316.35,GlaxoSmithKline
943,Hydrochlorothiazide,This drug is used to relieve symptoms of allergies such as sneezing and itching,337.27,AstraZeneca
944,Trimethobenzamide Hydrochloride,This medicine is used to manage anxiety and panic disorders,94.76,Roche
945,Metipranolol,This drug is used to relieve symptoms of allergies such as sneezing and itching,417.72,Johnson & Johnson
946,ck one 3-in-1 face makeup,This medicine is used to manage anxiety and panic disorders,464.9,Johnson & Johnson
947,No7 Lifting and Firming Day Sunscreen SPF 8,This remedy is used to treat insomnia and promote sleep.,53.15,AbbVie
948,Tudorza Pressair,This drug is prescribed to relieve pain and reduce fever,276.85,Bristol-Myers Squibb
949,Glucotrol,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,96.08,GlaxoSmithKline
950,FERROUS SULFATE,This remedy is used to treat insomnia and promote sleep.,431.69,Novartis
951,CICLOPIROX OLAMINE,This medication is prescribed to treat depression and improve mood,355.25,Bristol-Myers Squibb
952,Nystatin and Triamcinolone Acetonide,This medicine is used to manage anxiety and panic disorders,178.69,Novartis
953,Rifampin,This medicine is used to manage anxiety and panic disorders,414.72,GlaxoSmithKline
954,Benztropine Mesylate,This drug is used to relieve symptoms of allergies such as sneezing and itching,444.37,Roche
955,RESTASIS,This medicine is used to manage anxiety and panic disorders,120.55,Bristol-Myers Squibb
956,Naproxen,This prescription helps to control seizures in individuals with epilepsy,150.37,Bristol-Myers Squibb
957,Dog Flea,This medicine is used to manage anxiety and panic disorders,145.76,Johnson & Johnson
958,risedronate sodium,This remedy is used to treat insomnia and promote sleep.,490.18,Pfizer
959,Lamivudine and Zidovudine,This medication is prescribed to treat depression and improve mood,115.41,GlaxoSmithKline
960,Lemon and Olive Oil Antibacterial Foaming Hand Wash,This prescription helps to control seizures in individuals with epilepsy,462.83,Pfizer
961,Touch Free Hand,This medication is prescribed to treat depression and improve mood,209.27,Novartis
962,Levemir,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,356.64,GlaxoSmithKline
963,Adenocard,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,390.1,AbbVie
964,Acyclovir,This prescription helps to control seizures in individuals with epilepsy,150.24,Bristol-Myers Squibb
965,Hydrocortisone Butyrate,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,213.56,Novartis
966,RIte Aid,This prescription helps to control seizures in individuals with epilepsy,271.79,Johnson & Johnson
967,Omeprazole,This drug is prescribed to relieve pain and reduce fever,362.99,AstraZeneca
968,GLYCOPYRROLATE,This medication is used to treat high blood pressure,182.35,AbbVie
969,Zolpidem Tartrate,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,177.33,Bristol-Myers Squibb
970,ALLERGY EYE DROPS,This medicine is used to manage anxiety and panic disorders,200.78,Bristol-Myers Squibb
971,exchange select antacid,This remedy is used to reduce inflammation and pain caused by arthritis,344.65,Sanofi
972,zonnic nicotine polacrilex,This remedy is used to reduce inflammation and pain caused by arthritis,298.3,Roche
973,simply right nicotine,This drug is prescribed to relieve pain and reduce fever,53.58,AbbVie
974,ZALEPLON,This medication is prescribed to treat depression and improve mood,121.58,GlaxoSmithKline
975,Scrub Pine,This remedy is used to reduce inflammation and pain caused by arthritis,138.17,Pfizer
976,Nystatin,This prescription helps to control seizures in individuals with epilepsy,66.62,Pfizer
977,Aricept,This remedy is used to treat insomnia and promote sleep.,418.82,Pfizer
978,"Pollens - Trees, Walnut, Black Juglans nigra",This medicine is used to manage anxiety and panic disorders,471.2,GlaxoSmithKline
979,Stila Stay All Day 10-in-1 HD Beauty Balm Broad Spectrum SPF 30,This prescription helps to control seizures in individuals with epilepsy,280.23,Johnson & Johnson
980,Claforan,This drug is used to relieve symptoms of allergies such as sneezing and itching,458.82,Johnson & Johnson
981,TRAMADOL HYDROCHLORIDE,This medication is used to treat high blood pressure,70.03,Novartis
982,OXYGEN,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,169.63,Pfizer
983,Promethazine hydrochloride,This prescription helps to control seizures in individuals with epilepsy,233.4,Pfizer
984,LBEL Couleur Luxe Rouge Amplifier XP amplifying SPF 15,This medicine is used to manage anxiety and panic disorders,342.88,AbbVie
985,MEIJER ALOE GEL,This remedy is used to reduce inflammation and pain caused by arthritis,379.22,Bristol-Myers Squibb
986,Cactus Compositum,This drug is used to relieve symptoms of allergies such as sneezing and itching,262.88,Novartis
987,Childrens mucus relief,This drug is prescribed to relieve pain and reduce fever,296.74,AbbVie
988,Hand Repair Cream,This remedy is used to treat insomnia and promote sleep.,183.23,Sanofi
989,Olanzapine and Fluoxetine,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,358.65,Bristol-Myers Squibb
990,Magnesium Oxide,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,126.02,Johnson & Johnson
991,Degree,This medicine is used to manage anxiety and panic disorders,227.51,GlaxoSmithKline
992,Torsemide,This drug is prescribed to relieve pain and reduce fever,374.7,Roche
993,Childrens Ibuprofen,This remedy is used to reduce inflammation and pain caused by arthritis,350.93,Pfizer
994,MBM 12 Male,This medicine is used to manage anxiety and panic disorders,114.03,Johnson & Johnson
995,Montelukast Sodium,This medication is used to treat high blood pressure,319.42,AbbVie
996,HYDROXYZINE PAMOATE,This medication is prescribed to treat depression and improve mood,450.55,Bristol-Myers Squibb
997,Lansoprazole,This drug is used to relieve symptoms of allergies such as sneezing and itching,431.42,Bristol-Myers Squibb
998,Candida Plus,This prescription helps to lower cholesterol levels and reduce the risk of heart disease,429.12,Johnson & Johnson
999,Fluconazole,This medicine is used to treat bacterial infections such as pneumonia and bronchitis,171.34,Sanofi
1000,Dicyclomine Hydrochloride,This drug is used to relieve symptoms of allergies such as sneezing and itching,388.71,GlaxoSmithKline
